messageid,Fulltext,Sender,SenderType,timeReceived,MainText,Url,Subdomain,Domain,TLD,RedirectedURL,Detected,Malicious,Phishing,Suspicious,Malware,Brand,URL Subcategory,Message Categories,FullyQualifiedDomain,Domain Registrar,Domain Creation Date,Domain Last Update
1640,"15:20 B
14
+
pdf
•
news_mailers_infotax_347206171664351... >
Text Message
Today 15:04
IRS_Statement_ID40AJG
AT9.pdf
PDF Document · 97 KB
The sender is not in your contact list.
Report Junk
5G 57
Text Message",news_mailers_infotax_347206171664351...,Phone Number,"11/06/2023, 15:15:58",IRS_Statement_ID40AJGAT9.pdf PDF Document · 97 KB,,,,,,,,,,,IRS,,Finance/Crypto,,,,
1645,"1
3:10
+
FRM:00031
MSG:(USAA Alert) Confirm and verify
your transactions:
propertyacademy.net/na.html#23 If all
looks good you don't have to do
anything USAA.
123
8
1410200502 >
Text Message
Today 3:07 PM
|
Text Message
Z
The sender is not in your contact list.
Report Junk
The
Q W WE
RTYUIOP
A S D F G H J K L
XCVBNM
5GE 40
space
I'm
return
Q
X",1410200502,Phone Number,"11/06/2023, 17:40:04",FRM:00031 MSG:(USAA Alert) Confirm and verify your transactions: propertyacademy.net/na.html#23 If all looks good you don't have to do anything USAA.,propertyacademy.net/na.html#23,,propertyacademy,net,https://propertyacademy.net/na.html,1,0,1,0,0,USAA,Random Domain,Account Alert,propertyacademy.net,"eNom, LLC",7/12/2017,6/12/2023
1646,".Ill Verizon
<
[VPN 12:04 PM
+60 11 6828 1265 >
iMessage
Today 11:18 AM
[IRS]We have
received your tax
refund application
for the fiscal year
2023. You are
entitled to a
refund of
$573.00.
In order to
expedite the
processing of
your refund and
avoid potential
delays or
penalties, please
provide accurate
personal
information
immediately to
ensure precise
payment.
Deadline:
November 30,
2023.
https://
irs.gov.direct-
capitals.com
(Please reply 'y',
then exit the
message, reopen
the message to
activate the link,
or copy the link
and open it in the
Safari browser.)
Thank you for
your cooperation!
Sincerely, [IRS]
O' A
A
iMessage
?
79%",+60 11 6828 1265,Phone Number,"11/06/2023, 17:44:25","[IRS]We have received your tax refund application for the fiscal year 2023. You are entitled to a refund of $573.00. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS] O' A A",https://irs.gov.direct-capitals.com,"irs, gov",direct-capitals,com,,21,5,15,0,1,IRS,Deceptive subdomain,Finance/Crypto,irs.gov.direct-capitals.com,ALIBABA.COM,10/20/2023,10/20/2023
1647,"4:19
130
8
+1 (717) 880-5476 >
O° A
Text Message
Wednesday 8:53 AM
ex
VIRUS ALERT!
WARNING! THREAT DETECTED!
A MALICIOUS ITEM HAS BEEN DETECTED
Your Phone has been comprimised!
CLICK LINK BELOW TO REMOVE ?
pbizzz.com/J44rCi
The sender is not in your contact list.
Report Junk
Subject
Text Message
93",+1 (717) 880-5476,Phone Number,"11/06/2023, 17:56:17",Your Phone has been comprimised! CLICK LINK BELOW TO REMOVE ? pbizzz.com/J44rCi,pbizzz.com/J44rCi,,pbizzz,com,,0,0,0,0,0,,Random Domain,Other,pbizzz.com,"NameCheap, Inc.",9/11/2023,1/1/2001
1648,"Sunday, November 5
9:13
fraud_usaa-bank... 15m ago
A deduction of $714.02 was
made from your account? Not
you, click
cesbc.us/ to cancel.
66858 Mother's: He... 1h ago
10
'O",fraud_usaa-bank... ,Email To Text,"11/06/2023, 18:00:50","A deduction of $714.02 was made from your account? Not you, click cesbc.us/ to cancel.",cesbc.us/,,cesbc,us,,0,0,0,0,0,,Deceptive TLD,Account Alert,cesbc.us,Tucows Domains Inc.,4/25/2007,4/8/2023
1649,"O
5:07
:
www.lrs.gov-telephone-assistance-cid0090163124@a... >
pdf
A
A
Text Message
Today 3:38 PM
IRS_Statement_ID1G8J62
KOZ.pdf
PDF Document · 224 KB
The sender is not in your contact list.
Report Junk
Text Message
Cash
?...
GiF
2495",www.lrs.gov-telephone-assistance-cid0090163124@a...,Email To Text,"11/06/2023, 18:45:54",IRS_Statement_ID1G8J62KOZ.pdf PDF Document · 224 KB,,,,,,,,,,,IRS,,Finance/Crypto,,,,
1657,'+1 (717) 880-5476\n\nYour Phone has been comprimised!\n( CLICK LINK BELOW TO REMOVE (I\npbizzz.com/J44rCi,'+1 (717) 880-5476,Phone Number,"11/06/2023, 19:09:46",Your Phone has been comprimised! ( CLICK LINK BELOW TO REMOVE (I pbizzz.com/J44rCi,pbizzz.com/J44rCi,,pbizzz,com,,18,3,14,0,1,,Random Domain,Other,pbizzz.com,ALIBABA.COM,11/3/2023,11/3/2023
1658,"9:08
+60 11 6828 3501 >
[I.R.S ] You will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information.
O*
iMessage
Today 9:06 AM
In order to expedite the
processing of your refund and
avoid potential delays or
penalties, please provide
accurate personal information
immediately to ensure precise
payment. Deadline: November 15,
2023.
https://irs.gov.direct-capitals.com
(Please reply 'y', then exit the
message, reopen the message to
activate the link, or copy the link
and open it in the Safari browser.)
Thank you for your cooperation!
Sincerely, [IRS]
A
The sender is not in your contact list.
Report Junk
iMessage
LTE",+60 11 6828 3501,Phone Number,"11/06/2023, 19:11:48","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS] O*",https://irs.gov.direct-capitals.com,"irs, gov",direct-capitals,com,,19,4,14,0,1,IRS,Deceptive subdomain,Finance/Crypto,irs.gov.direct-capitals.com,ALIBABA.COM,10/20/2023,10/20/2023
1665,"1
2:52
8
+60 14 7645 420 >
[I.R.S ] You will receive a tax refund
of $573.00, but cannot process it due
to incomplete personal information.
iMessage
Today 2:50 PM
In order to expedite the processing of
your refund and avoid potential
delays or penalties, please provide
accurate personal information
immediately to ensure precise
payment. Deadline: November 15,
2023.
O° A
https://irs.gov.direct-capitals.com
(Please reply 'y', then exit the
message, reopen the message to
activate the link, or copy the link and
open it in the Safari browser.)
Thank you for your cooperation!
Sincerely, [IRS]
The sender is not in your contact list.
Report Junk
A *Cash
iMessage
LTE
Ç",+60 14 7645 420,Phone Number,"11/06/2023, 21:00:54","1 [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS]",https://irs.gov.direct-capitals.com,"irs, gov",direct-capitals,com,,19,4,14,0,1,IRS,Deceptive subdomain,Finance/Crypto,irs.gov.direct-capitals.com,ALIBABA.COM,10/20/2023,10/20/2023
1667,"6:51
422
Q
[I.R.S ] You will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information.
O A
In order to expedite the
processing of your refund and
avoid potential delays or
penalties, please provide
accurate personal information
immediately to ensure precise
payment. Deadline: November
15, 2023.
8
+60 14 2627 075 >
Sure
iMessage
Yesterday 1:14 PM
123
| Sorry, no
WERTYUIO ? ?
N
iMessage
ASDF GHJKL
ZXC
97
Talk later?
V BN M
space
return
OH
X",+60 14 2627 075,Phone Number,"11/07/2023, 13:09:24","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. ",,,,,,,,,,,,,Finance/Crypto,,,,
1668,"8:14
Tue, Nov 7
Qo
D
Device control
*
Open link
O
https://irs.gov.secure-fundhub.com
Sincerely, [IRS]
|||
+447742449775 8:13 AM
[I.R.S ] You will receive a tax refund of
$573.00, but cannot process it due to
incomplete personal information. Please
confirm your information in the link.
+
Thank you for your cooperation!
In order to expedite the processing of
your refund and avoid potential delays or
penalties, please provide accurate personal
information immediately to ensure precise
payment. Deadline: November 30, 2023.
Media output
Boost Mobile
O
Notification settings
92%
d:
<
Clear",4.48E+11,Phone Number,"11/07/2023, 15:14:36","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS] ",https://irs.gov.secure-fundhub.com,"irs, gov",secure-fundhub,com,,21,4,14,0,3,IRS,Deceptive subdomain,Finance/Crypto,irs.gov.secure-fundhub.com,ALIBABA.COM,11/3/2023,11/3/2023
1674,"No Service
8:55 AM
M
My Number >
Today 8:54 AM
[I.R.S] You will receive a
tax refund of $573.00, but
cannot process it due to
incomplete personal
information.
In order to expedite the
processing of your refund
and avoid potential delays
or penalties, please provide
accurate personal
information immediately to
ensure precise payment.
Deadline: November 15,
2023.
https://irs.gov.direct-
capitals.com
A
(Please reply 'y', then exit
the message, reopen the
iMessage
100%",My Number,,"11/07/2023, 15:33:00","[I.R.S] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the iMessage",https://irs.gov.direct-capitals.com,"irs, gov",direct-capitals,com,,21,5,15,0,1,IRS,Deceptive subdomain,Account Alert,irs.gov.direct-capitals.com,ALIBABA.COM,10/20/2023,10/20/2023
1675,"4:45
?
G
888
(+)
(205) 754-2073, and 4 more
Why this looks like spam
Similar messages you received were identified as
spam. Google keeps your personal information
private, safe, and secure.
(213) 671-8751
Here is an opportunity for
you to benefit from extra
unemployment insurance
funds relief bonus set up by
federal Government with a
sum of $2400 every week
as Taxes Refund Benefit
Programe for every citizen
Act Plan.
Apply here:
(https://forms.office.com/r/
97%
Yesterday 10:26 PM
(213) 671-8751 created this group MMS with you and 4
others
Oc71GAVPIJ)
10:26 PM
Text message
:
Not spam",(205) 754-2073,Phone Number,"11/07/2023, 15:37:36",(213) 671-8751 Here is an opportunity for you to benefit from extra unemployment insurance funds relief bonus set up by federal Government with a sum of $2400 every week as Taxes Refund Benefit Programe for every citizen Act Plan. Apply here: (https://forms.office.com/r/Oc71GAVPIJ) 10:26 PM,https://forms.office.com/r/Oc71GAVPIJ,forms,office,com,,0,0,0,0,0,,,Finance/Crypto,forms.office.com,"MarkMonitor, Inc.",4/20/1999,3/19/2023
1676,"22:25
2
8
+60 14 2647 328 >
iMessage
Today 14:44
[I.R.S ] You will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information.
In order to expedite the
processing of your refund and
avoid potential delays or
penalties, please provide
accurate personal information
immediately to ensure precise
payment. Deadline: November
15, 2023.
https://irs.gov.direct-
capitals.com
(Please reply 'y', then exit the
message, reopen the message
to activate the link, or copy the
link and open it in the Safari
browser.)
Thank you for your cooperation!
+
iMessage
:
53",+60 14 2647 328,Phone Number,"11/07/2023, 15:47:48","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.)",https://irs.gov.direct-capitals.com,"irs, gov",direct-capitals,com,,21,5,15,0,1,IRS,Deceptive subdomain,Account Alert,irs.gov.direct-capitals.com,ALIBABA.COM,10/20/2023,10/20/2023
1677,"11:49 PM
?
4G LTE 29%
THE US TREASURY
DEPARTMENT sent
you a new message
Inbox
T... Yesterday e
to me
V
:
:
The United States Treasury
Department IN charge of
American Rescue plan is
offering up to $2,200 every
week for all American Workers
and Family. Apply here:
https://americfamilyassist.com",,,"11/07/2023, 16:09:11","? THE US TREASURY DEPARTMENT sent you a new message Inbox The United States Treasury Department IN charge of American Rescue plan is offering up to $2,200 every week for all American Workers and Family. Apply here: https://americfamilyassist.com",https://americfamilyassist.com,,americfamilyassist,com,,11,1,9,0,1,,Random Domain,Finance/Crypto,americfamilyassist.com,"OwnRegistrar, Inc.",9/20/2023,9/20/2023
1678,"11:38
<
+447712220271
11:06 AM, Nov 7
[I.R.S ] You will receive a tax refund of $573.00,
but cannot process it due to incomplete
personal information. Please confirm your
information in the link.
https://irs.gov.secure-fundhub.com
In order to expedite the processing of your
refund and avoid potential delays or penalties,
please provide accurate personal information
immediately to ensure precise payment.
Deadline: November 30, 2023.
Thank you for your cooperation!
Sincerely, [IRS]
Copy text
|||
<
Share
100%
O
:
More
<",+447712220271 11,Phone Number,"11/07/2023, 20:14:19","< [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]",https://irs.gov.secure-fundhub.com,"irs, gov",secure-fundhub,com,,21,4,14,0,3,IRS,Deceptive subdomain,Account Alert,irs.gov.secure-fundhub.com,ALIBABA.COM,11/3/2023,11/3/2023
1680,"?
+44 7851 041609
RCS chat with +44 7851 041609. Details
???
Unread-
[ I.R.S ] You will receive a tax refund of
$573.00, but cannot process it due to
incomplete personal information.
Please confirm your information in the
link.
(+)
https://irs.gov.secure-fundhub.com
In order to expedite the processing of
your refund and avoid potential delays
or penalties, please provide accurate
personal information immediately to
ensure precise payment. Deadline:
November 30, 2023.
Okay
Thank you for your cooperation!
Sincerely, [IRS]
9:16 AM
Thank you Thanks
RCS message
Done
•||||.",+44 7851 041609,Phone Number,"11/07/2023, 20:29:35","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS] ",https://irs.gov.secure-fundhub.com,"irs, gov",secure-fundhub,com,,21,4,14,0,3,IRS,Deceptive subdomain,Other,irs.gov.secure-fundhub.com,ALIBABA.COM,11/3/2023,11/3/2023
1681,"1:21 B
? +44 759...
RCS chat with +44 7598 311371.
Learn more
?
473%
https://irs.gov.secure
-fundhub.com
[ I.R.S ] You will receive
a tax refund of $573.00,
but cannot process it due
to incomplete personal
information. Please
confirm your information
in the link.
RCS
b
In order to expedite the
processing of your refund
and avoid potential delays
or penalties, please
provide accurate personal
information immediately
to ensure precise
payment. Deadline:
0
:",+44 7598 311371,Phone Number,"11/07/2023, 20:34:42","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline:",https://irs.gov.secure-fundhub.com,"irs, gov",secure-fundhub,com,,21,4,14,0,3,IRS,Deceptive subdomain,Account Alert,irs.gov.secure-fundhub.com,ALIBABA.COM,11/3/2023,11/3/2023
1682,"12:48
?
MM ?
+44 7784 264342
5:13 AM
CO
?,
RCS chat with +44 7784 264342
Postal Notice. The
package has arrived at the
warehouse and cannot be
delivered due to incomplete
address information. Please
click on the link to confirm
your address
https://usps.uspskkc.com
(Please reply with Y, click on
the link or copy the link to
open it in Chrome browser)
RCS message
:",+44 7784 264342,Phone Number,"11/07/2023, 20:49:08","Postal Notice. The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please click on the link to confirm your address https://usps.uspskkc.com (Please reply with Y, click on the link or copy the link to open it in Chrome browser) RCS message",https://usps.uspskkc.com,usps,uspskkc,com,https://www.usps.com/,10,4,5,0,1,USPS,Deceptive subdomain,Delivery,usps.uspskkc.com,ALIBABA.COM,10/18/2023,10/18/2023
1686,"???
+1 (917) 593-6870 >
Text Message
Today 11:25 AM
CANCELLATION: Confirm your delivery details by 11/07 to avoid
cancellation of your fully paid order gpnmxqy.com/D1GN3RBE",+1 (917) 593-6870,Phone Number,"11/08/2023, 14:29:39",CANCELLATION: Confirm your delivery details by 11/07 to avoid cancellation of your fully paid order gpnmxqy.com/D1GN3RBE,gpnmxqy.com/D1GN3RBE,,gpnmxqy,com,https://tranklieniespacks.com/U1/nep1376/US/331/?dom=track.silkpeelm.com&cep=wXhfHEgu4LNpjekcYcqpLNb39J5JGTczOe5uthNafe6CFgWLJr7ScnvvgVll5Kln_8HdXb1VlDdspQ4xdANmeNMYvzyrj4Qgm45e71_LFEt3SEaxGZdkcQ8Rz-OMP7gTHNTdEzVOLcx6g2cb7jJhP5Y8BpIH8azXvpWzdYkvby28o34sFcavalm2TaN2qJmbptmx_LkE64D6ZSr3hJsDNb_Dl-o0FzV14DTKyCxqdKuItMs5eGwp__6AW6fS_TvFo8GzzxTrKLwUdAUM3iHP2btOnZLkWN0bno8bt_f-i4cGPPohW8Hgug2fULwif5_w-ULWsc7Xge1FGSCjKG9fSAwpmJA3yar2IIJX65cPxCXIbQ6868qOYgbnq7C9uhxpTQahBtgSxSFLkVtQhiyzDg5Z_SmFl42lRQ8POmkFTHwTjbREtRwcrgNBmR3ujojFXmx-xX4lFnyqfU1dZJf-bA&lptoken=16709908451d55018170&{var1}=txt1&{var2}=mz&{var3}=15623186680,0,0,0,0,0,,Random Domain,Delivery,gpnmxqy.com,"NameCheap, Inc.",11/6/2023,11/6/2023
1689,"2:41
Akt
+447354100603
2:15 PM, Nov 7
Thank you for your cooperation!
Sincerely, [IRS]
Copy text
[I.R.S] You will receive a tax refund of $573.00, but cannot process
it due to incomplete personal information. Please confirm your
information in the link.
https://irs.gov.secure-fundhub.com
In order to expedite the processing of your refund and avoid
potential delays or penalties, please provide accurate personal
information immediately to ensure precise payment. Deadline:
November 30, 2023.
|||
2.
Share
&
O
) ...| 16%
5G
:
More
r",+447354100603 2,Phone Number,"11/08/2023, 15:21:40","[I.R.S] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]",https://irs.gov.secure-fundhub.com,"irs, gov",secure-fundhub,com,,21,4,14,0,3,IRS,Deceptive subdomain,Account Alert,irs.gov.secure-fundhub.com,ALIBABA.COM,11/3/2023,11/3/2023
1692,"3:45
78° ring
+447736894850
2:57 PM, Nov 7
[ I.R.S ] You will receive a tax refund
of $573.00, but cannot process
it due to incomplete personal
information. Please confirm your
information in the link.
https://irs.gov.secure-fundhub.com
In order to expedite the processing
of your refund and avoid potential
delays or penalties, please provide
accurate personal information
immediately to ensure precise
payment. Deadline: November 30,
2023.
?91%
Thank you for your cooperation!
Sincerely, [IRS]
Copy text
|||
Share
More
<
????",+447736894850 2,Phone Number,"11/08/2023, 15:59:14","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]",https://irs.gov.secure-fundhub.com,"irs, gov",secure-fundhub,com,,21,4,14,0,3,IRS,Deceptive subdomain,Account Alert,irs.gov.secure-fundhub.com,ALIBABA.COM,11/3/2023,11/3/2023
1697,"To: nfcu_noreply6s83@smartfutureplus.com
Text Message
Saturday 5:31 PM
NavyFederal^gb9f.pq9:For your
protection we have placed a
hold on your account.visit
https://colegioina.edu.pe/nfcu/
to verify.
i",nfcu_noreply6s83@smartfutureplus.com,Email To Text,"11/08/2023, 18:35:27",NavyFederal^gb9f.pq9:For your protection we have placed a hold on your account.visit https://colegioina.edu.pe/nfcu/ to verify.,https://colegioina.edu.pe/nfcu/,,colegioina,"edu, pe",,13,3,10,0,0,Navy Federal,Random Domain,Account Alert,colegioina.edu.pe,NIC.PE,,
1698,"To: karmen2010@yahoo.com
iMessage
Friday 5:53 AM
The USPS package arrived at
the warehouse but could not be
delivered due to incomplete
address information. Please
confirm your address in the link.
https://usps.mytrackr-
uspcex.shop
(Please reply Y, then exit the text
message and open it again to
activate the link, or copy the link
and open it in your Safari
browser).
The USPS team wishes you a
wonderful day!",karmen2010@yahoo.com,Email To Text,"11/08/2023, 18:36:50","The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps.mytrackr-uspcex.shop (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!",https://usps.mytrackr-uspcex.shop,usps,mytrackr-uspcex,shop,https://www.usps.com/,11,4,7,1,0,USPS,Deceptive subdomain,Delivery,usps.mytrackr-uspcex.shop,ALIBABA.COM,11/2/2023,11/2/2023
1700,"POST-OFFICE No one was in
to sign for (100764773GB), use
Rebook.Collection-35.com to
rebook a new slot.
04:47",,,"11/08/2023, 21:16:35","POST-OFFICE No one was in to sign for (100764773GB), use Rebook.Collection-35.com to rebook a new slot.",Rebook.Collection-35.com,rebook,collection-35,com,,0,0,0,0,0,Rebook,Random Domain,Delivery,rebook.collection-35.com,"NICENIC INTERNATIONAL GROUP CO., LIMITED",10/25/2023,11/2/2023
1701,"J
???
+1 (917) 561-0138 >
Text Message
Today 3:22 PM
SYSTEM FAILURE: (3) Extremely malicious files have
accessed your data. Delete files NOW to keep your data
hlkdved.com/JZeAgzn5",+1 (917) 561-0138,Phone Number,"11/08/2023, 22:19:27",SYSTEM FAILURE: (3) Extremely malicious files have accessed your data. Delete files NOW to keep your data hlkdved.com/JZeAgzn5,hlkdved.com/JZeAgzn5,,hlkdved,com,,2,1,0,0,1,,Random Domain,Account Alert,hlkdved.com,"NameCheap, Inc.",11/6/2023,11/6/2023
1702,"T-Mobile LTE
5
1:17 PM
+60 14 7624 623 >
[I.R.S ] You will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information.
iMessage
Today 9:43 AM
In order to expedite the
processing of your refund and
avoid potential delays or
penalties, please provide
accurate personal information
immediately to ensure precise
payment. Deadline: November
15, 2023.
A
https://irs.gov.direct-
capitals.com
A
(Please reply 'y', then exit the
Text Message
P
57%",+60 14 7624 623,Phone Number,"11/08/2023, 22:22:32","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023.  https://irs.gov.direct-capitals.com (Please reply 'y', then exit the",https://irs.gov.direct-capitals.com,"irs, gov",direct-capitals,com,,21,5,15,0,1,IRS,Deceptive subdomain,Account Alert,irs.gov.direct-capitals.com,ALIBABA.COM,10/20/2023,10/20/2023
1703,"14:27 MI
G
+44 7784 939524
Why this looks like spam
Similar messages you received were identified as
spam. Google keeps your personal information
private, safe, and secure.
13:55
Thank you for your cooperation!
Sincerely, [IRS]
23
[I.R.S ] You will receive a tax refund
of $573.00, but cannot process
it due to incomplete personal
information. Please confirm your
information in the link.
https://irs.gov.secure-fundhub.com
In order to expedite the processing
of your refund and avoid potential
delays or penalties, please provide
accurate personal information
immediately to ensure precise
payment. Deadline: November 30,
2023.
|||
..| 61%
RCS message
RCS chat with +44 7784 939524. Learn more
O
Not spam",+44 7784 939524,Phone Number,"11/08/2023, 22:24:33","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS] 13:55",https://irs.gov.secure-fundhub.com,"irs, gov",secure-fundhub,com,,21,4,14,0,3,IRS,Deceptive subdomain,Other,irs.gov.secure-fundhub.com,ALIBABA.COM,11/3/2023,11/3/2023
1706,"+44 7923 928911
09:14
RCS chat with +44 7923 928911. Details
?e:
[I.R.S ] You will receive a tax refund
of $573.00, but cannot process it due
to incomplete personal information.
Please confirm your information in the
link.
https://irs.gov.easy-transaction.com
In order to expedite the processing of
your refund and avoid potential delays
or penalties, please provide accurate
personal information immediately to
ensure precise payment. Deadline:
November 30, 2023.
Thank you for your cooperation!
Sincerely, [IRS]
RCS chat with +44 7923 928911. Details
Okay Sent
RCS message
Yes Thanks",+44 7923 928911,Phone Number,"11/09/2023, 17:05:59","[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.easy-transaction.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]",https://irs.gov.easy-transaction.com,"irs, gov",easy-transaction,com,,21,4,17,0,0,IRS,Deceptive subdomain,Account Alert,irs.gov.easy-transaction.com,ALIBABA.COM,11/3/2023,11/3/2023
1707,"<
:
tratarzz@hotmail.com>
iMessage
Today 7:08 AM
The USPS package arrived at the
warehouse but could not be
delivered due to incomplete
address information. Please
confirm your address in the link.
https://usps.serveas-us.shop
(Please reply Y, then exit the text
message and open it again to
activate the link, or copy the link
and open it in your Safari
browser).
The USPS team wishes you a
wonderful day!
O",tratarzz@hotmail.com,Email To Text,"11/09/2023, 17:20:36","The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps.serveas-us.shop (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!",https://usps.serveas-us.shop,usps,serveas-us,shop,https://www.usps.com/,1,1,0,0,0,USPS,Deceptive subdomain,Delivery,usps.serveas-us.shop,ALIBABA.COM,11/8/2023,11/8/2023
1708,"9:06
<
:
crellinlu@hotmail.com>
The USPS package has
arrived at the
warehouse and cannot
be delivered due to
incomplete address
information. Please
confirm your address
in the link.
https://sotop-usps.top
(Please reply to 1, then
exit theSMS, open the
SMS activationlink
again, or copy the link
toSafari browser and
open it)
O
A
iMessage
.LTE",crellinlu@hotmail.com,Email To Text,"11/09/2023, 17:29:30",The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://sotop-usps.top,https://sotop-usps.top,,sotop-usps,top,https://www.usps.com/,3,1,2,0,0,USPS,Deceptive TLD,Delivery,sotop-usps.top,ALIBABA.COM,10/30/2023,10/30/2023
1711,"13:37 000
(+
+44 7568 798110
Why this looks like spam
Similar messages you received were identified
as spam. Google keeps your personal
information private, safe, and secure.
RCS chat with +44 7568 798110. Details
[ I.R.S ] You will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information. Please
confirm your information in the
link.
https://irs.gov.easy-transaction
.com
<
In order to expedite the
processing of your refund
and avoid potential delays
or penalties, please provide
accurate personal information
immediately to ensure precise
payment. Deadline: November
30, 2023.
RCS
Not spam
message
83
O
:",+44 7568 798110,Phone Number,"11/09/2023, 19:32:11","[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.easy-transaction.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023.",https://irs.gov.easy-transaction.com,"irs, gov",easy-transaction,com,,21,4,17,0,0,IRS,Deceptive subdomain,Account Alert,irs.gov.easy-transaction.com,ALIBABA.COM,11/3/2023,11/3/2023
